No,대표코드,품명,품번,경면(전면),임가공처
1077,A11-356,Kalahari,14-54184-107,PM,"목림, 건창기업"
1078,A15-352,Kalahari,14-54184-107,FT,목림
1079,A11-357,Kalahari,14-54184-110,PM,"목림, 건창기업"
1080,A15-353,Kalahari,14-54184-110,FT,목림
1081,A1-349,Kalahari,14-54184-110,CT,목림
1082,A35-345,Kalahari,14-54184-110,SJ1,청림보드 (성지라미텍 경면)
1083,B40-141,Kalahari,14-54184-110,HM,목림(유사 SM)
1084,A16-608,Pure,14-54192-001,SM,"승은산업,건창기업(유사 HM)"
1085,B40-166,Pure,14-54192-002,HM,목림(유사 SM)
1086,B40-167,Pure,14-54192-003,HM,목림(유사 SM)
1087,B40-168,Pure,14-54192-004,HM,목림(유사 SM)
1088,B40-169,Pure,14-54192-005,HM,목림(유사 SM)
1089,A16-762,Pure,14-54192-010,SM,"승은산업,건창기업(유사 HM)"
1090,A35-772,Pure,14-54192-010,SJ1,청림보드 (성지라미텍 경면)
1091,B11-441,Pure,14-54192-010,PM,
1092,B46-218,Pure,14-54192-010,NS,건창기업
1093,B37-76,Pure,14-54192-010,VS,청림보드(인터플러스 경면)
1094,A40-801,Pure,14-54192-010,HM,목림(유사 SM)
1095,A41-802,Pure,14-54192-010,DP3,프린테크IM
1096,A35-715,Moon,14-54193-001,SJ1,청림보드 (성지라미텍 경면)
1097,A1-721,Moon,14-54193-001,CT,목림
1098,A37-720,Moon,14-54193-001,VS,청림보드(인터플러스 경면)
1099,A4-687,Moon,14-54193-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1100,C65-24,Moon,14-54193-001,K,승은산업
1101,A41-806,Moon,14-54193-001,DP3,프린테크IM
1102,B56-410,Moon,14-54193-001,DP,승은산업
1103,A40-670,Moon,14-54193-001,HM,목림(유사 SM)
1104,A16-740,Moon,14-54193-003,SM,"승은산업,건창기업(유사 HM)"
1105,B46-695,Luanda,14-54194-001,NS,
1106,B16-820,Firestone ,14-54196-001,SM,
1107,B46-99,Firestone,14-54196-001,NS,건창기업
1108,B46-100,Firestone,14-54196-002,NS,건창기업
1109,B40-140,Canyon Grey Caspio,14-54197-001,HM,목림(유사 SM)
1110,B46-127,Oceanside,14-54205-001,NS,건창기업
1111,B37-26,Oceanside,14-54205-100,VS,청림보드(인터플러스 경면)
1112,B40-110,Oceanside,14-54205-100,HM,목림(유사 SM)
1113,B46-715,Arabescato Gold,14-54210-002,NS,
1114,B35-624,Arabescato Gold,14-54210-002,SJ1,
1115,B40-72,Arabescato Gold,14-54210-002,HM,목림(유사 SM)
1116,B46-463,Acapulco,14-54219-001,NS,
1117,C65-25,Acapulco,14-54219-001,K,승은산업
1118,B46-128,Acapulco,14-54219-002,NS,건창기업
1119,C65-26,Acapulco,14-54219-104,K,승은산업
1120,C37-70,Acapulco,14-54219-104,VS,
1121,B46-425,Acapulco,14-54219-104,NS,건창기업
1122,C65-27,Acapulco,14-54219-109,K,승은산업
1123,C65-28,Acapulco,14-54219-110,K,승은산업
1124,B46-696,Taj Mahal,14-54234-001,NS,
1125,B46-697,Taj Mahal,14-54234-002,NS,
1126,B35-779,Taj Mahal,14-54234-003,SJ1,
1127,B46-721,Taj Mahal,14-54234-003,NS,
1128,B46-722,Taj Mahal,14-54234-004,NS,
1129,B40-535,Taj Mahal,14-54234-106,HM,
1130,B16-774,Vieste,14-54249-102,SM,
1131,C40-45,Clay,14-54252-003,HM,
1132,B46-719,Black Mamba,14-54254-001,NS,
1133,B16-821,Black Mamba,14-54254-002,SM,
1134,B46-720,Black Mamba,14-54254-002,NS,
1135,B35-789,Black Mamba,14-54254-002,SJ1,
1136,B46-639,Sakura,14-54255-001,NS,
1137,B46-640,Sakura,14-54255-002,NS,
1138,B35-781,SAKURA,14-54255-002,SJ1,
1139,B35-725,SAKURA,14-54255-003,SJ1,
1140,B46-641,Sakura,14-54255-003,NS,
1141,C37-63,SAKURA,14-54255-003,VS,
1142,B46-642,Sakura,14-54255-004,NS,
1143,B46-643,SHALIMAR,14-54261-001,NS,
1144,B16-785,SHALIMAR,14-54261-001,SM,
1145,B46-644,SHALIMAR,14-54261-002,NS,
1146,B35-746,SHALIMAR,14-54261-002,SJ1,청림보드 (성지라미텍 경면)
1147,B16-788,SHALIMAR,14-54261-002,SM,
1148,B16-818,SHALIMAR,14-54261-003,SM,
1149,B46-645,SHALIMAR,14-54261-003,NS,
1150,B35-780,SHALIMAR,14-54261-003,SJ1,
1151,B46-646,SHALIMAR,14-54261-004,NS,
1152,B16-819,SHALIMAR,14-54261-004,SM,
1153,B35-747,SHALIMAR,14-54261-004,SJ1,청림보드 (성지라미텍 경면)
1154,C40-53,SHALIMAR,14-54261-005,HM,
1155,B56-839,SHALIMAR,14-54261-005,DP,승은산업
1156,B46-925,SHALIMAR,14-54261-005,NS,
1157,B16-817,DONATELLO,14-54263-001,SM,
1158,B35-770,DONATELLO,14-54263-001,SJ1,
1159,B46-771,DONATELLO,14-54263-001,NS,
1160,C3-112,Donatello,14-54263-001,UK,
1161,C37-107,Donatello,14-54263-001,VS,
1162,B35-786,DONATELLO,14-54263-002,SJ1,
1163,B16-782,DONATELLO,14-54263-002,SM,
1164,B35-841,TOROS,14-54265-001,SJ1,
1165,C16-116,Otranto,14-54267-001,SM,
1166,B56-840,Otranto,14-54267-001,DP,승은산업
1167,B37-924,Otranto,14-54267-001,VS,
1168,B37-844,OTRANTO,14-54267-004,VS,
1169,C16-117,Otranto,14-54267-004,SM,
1170,B46-919,Guyana,14-54269-001,NS,
1171,C7-58,Guyana,14-54269-001,민자,
1172,B46-920,Guyana,14-54269-002,NS,
1173,B46-921,Guyana,14-54269-005,NS,
1174,C7-59,Guyana,14-54269-005,민자,
1175,B46-922,Gadara,14-54278-001,NS,
1176,C35-57,Gadara,14-54278-001,SJ1,
1177,B46-923,Gadara,14-54278-004,NS,
1178,C35-72,Oceanside,14-54305-004,SJ1,
1179,B37-589,Oceanside,14-54305-004,VS,
1180,B16-509,Oceanside,14-54305-004,SM,
1181,B40-202,Oceanside,14-54305-004,HM,목림(유사 SM)
1182,B37-431,Oceanside CN,14-54305-100,VS,청림보드(인터플러스 경면)
1183,B40-439,Oceanside CN,14-54305-100,HM,목림(유사 SM)
1184,C35-91,Oceanside CN,14-54305-100,SJ1,
1185,B37-585,Oceanside CN,14-54305-100(중복),VS,
1186,B37-738,Oceanside,14-54305-103,VS,
1187,C35-90,Oceanside,14-54305-103,SJ1,
1188,B37-848,Oceanside,14-54305-104,VS,
1189,C37-68,Oceanside,14-54305-106,VS,
1190,B40-783,Oceanside,14-54305-106,HM,
1191,B37-521,Delia O.CN,14-54316-100,VS,
1192,B40-161,Delia O.CN,14-54316-100,HM,목림(유사 SM)
1193,B40-24,Calacatta_excl. ,14-54319-100,SM,"승은산업,건창기업(유사 HM)"
1194,B37-809,Calacatta_excl.,14-54319-100,VS,
1195,B46-546,Calacatta_excl.,14-54319-100,NS,
1196,B11-442,Calacatta_excl.,14-54319-100,PM,
1197,A10-570,Calacatta_excl.,14-54319-100,DS,목림
1198,B40-383,Calacatta excl.,14-54319-104,HM,목림(유사 SM)
1199,B40-432,Calacatta excl.,14-54319-104,HM,목림(유사 SM)
1200,B40-303,Calacatta_excl.,14-54319-조색5,HM,목림(유사 SM)
1201,B37-900,Uptown,14-54338-101,VS,
1202,B16-134,Uptown,14-54338-101,SM,"승은산업,건창기업(유사 HM)"
1203,B35-828,Uptown,14-54338-102,SJ1,
1204,B37-827,Uptown,14-54338-102,VS,
1205,B40-109,Uptown,14-54338-102,HM,목림(유사 SM)
1206,B46-180,Uptown,14-54338-102,NS,건창기업
1207,B35-615,Uptown,14-54338-103,SJ1,
1208,B46-181,Uptown,14-54338-103,NS,건창기업
1209,B40-108,Uptown,14-54338-103,HM,목림(유사 SM)
1210,B37-901,Uptown,14-54338-103,VS,
1211,B37-902,Uptown CN,14-54338-104,VS,
1212,B37-903,Uptown CN,14-54338-105,VS,
1213,B37-904,Uptown CN,14-54338-106,VS,
1214,B37-7,Uptown,14-54338-107(동원광주현장은108확인必),VS,청림보드(인터플러스 경면)
1215,B37-7(★동원광주),Uptown,14-54338-108,VS　,청림보드(인터플러스 경면)
1216,A40-785,Alpin Schiefer CN,14-54352-001,HM,목림(유사 SM)
1217,A1-8,Alpin Schiefer CN,14-54352-001,CT,목림
1218,B46-176,Alpin Schiefer CN,14-54352-001,NS,건창기업
1219,A37-414,Alpin Schiefer CN,14-54352-001,VS,청림보드(인터플러스 경면)
1220,A35-336,Alpin Schiefer CN,14-54352-001,SJ1,청림보드 (성지라미텍 경면)
1221,B42-487,Alpin Schiefer CN,14-54352-001,LE1,
1222,A40-786,Alpine Slate CN,14-54352-002,HM,목림(유사 SM)
1223,B46-177,Alpine Slate CN,14-54352-002,NS,건창기업
1224,A4-691,Alpine Slate CN,14-54352-002,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1225,A37-610,Alpine Slate CN,14-54352-002,VS,청림보드(인터플러스 경면)
1226,A1-9,Alpine Slate CN,14-54352-002,CT,목림
1227,B5-292,Alpine Slate CN,14-54352-002,유광,
1228,B35-668,Alpine Slate CN,14-54352-002,SJ1,
1229,B46-427,Alpine slate,14-54352-103,NS,건창기업
1230,B46-428,Alpine slate,14-54352-104,NS,건창기업
1231,B16-510,Grey Caspio CN,14-54366-100,SM,
1232,A35-773,Grey Caspio CN,14-54366-100,SJ1,청림보드 (성지라미텍 경면)
1233,B47-146,Grey Caspio CN,14-54366-100,JH,제이제이데코
1234,A40-693,Grey Caspio CN,14-54366-100,HM,목림(유사 SM)
1235,C46-100,Vesuv CN,14-54378-101,NS,
1236,C37-54,Vesuv CN,14-54378-104,VS,
1237,C65-20,Vesuv,14-54378-106,K,승은산업
1238,B35-209,Vesuv,14-54378-106,SJ1,청림보드 (성지라미텍 경면)
1239,B40-469,Vesuv,14-54378-106,HM,
1240,C46-88,Vesuv,14-54378-106,NS,
1241,C65-21,Vesuv II CN,14-54379-102,K,승은산업
1242,B40-113,Vesuv II CN,14-54379-102,HM,목림(유사 SM)
1243,B37-300,Vesuv II CN,14-54379-102,VS,청림보드(인터플러스 경면)
1244,B35-68,Vesuv II CN,14-54379-102,SJ1,청림보드 (성지라미텍 경면)
1245,C65-22,Vesuv II CN,14-54379-103,K,승은산업
1246,B40-479,Vesuv,14-54379-104,HM,
1247,C65-23,Vesuv II CN,14-54379-104,K,승은산업
1248,B7-21,Solino CN,14-54398-100,민자,목림
1249,B60-566,Solino CN,14-54398-100,MT,건창기업
1250,A1-136,Solino CN,14-54398-100,CT,목림
1251,A16-571,Solino CN,14-54398-100,SM,"승은산업,건창기업(유사 HM)"
1252,A35-323,Solino CN,14-54398-100,SJ1,청림보드 (성지라미텍 경면)
1253,A37-433,Solino CN,14-54398-100,VS,청림보드(인터플러스 경면)
1254,B42-484,Solino CN,14-54398-100,LE1,
1255,B46-478,Solino CN,14-54398-100,NS,
1256,B37-878,Solino CN,14-54398-102,VS,
1257,B56-474,Solino CN,14-54398-102,DP,승은산업
1258,B16-661,Solino CN,14-54398-102,SM,
1259,B37-879,Solino CN,14-54398-103,VS,
1260,B56-473,Solino CN,14-54398-103,DP,승은산업
1261,B16-737,Solino CN,14-54398-103,SM,
1262,B37-618,Solino CN,14-54398-104,VS,
1263,B56-472,Solino CN,14-54398-104,DP,승은산업
1264,B37-880,Solino CN,14-54398-109,VS,
1265,B16-660,Solino CN,14-54398-109,SM,
1266,B37-881,Solino CN,14-54398-110,VS,
1267,B37-882,Solino CN,14-54398-111,VS,
1268,B16-662,Solino CN,14-54398-111,SM,
1269,C35-104,Solino CN,14-54398-111,SJ1,
1270,B16-663,Solino CN,14-54398-112,SM,
1271,B37-883,Solino CN,14-54398-112,VS,
1272,C37-101,Solino CN,14-54398-113,VS,
1273,B37-884,Solino CN,14-54398-114,VS,
1274,B37-885,Solino CN,14-54398-115,VS,
1275,B37-845,Solino,14-54398-117,VS,
1276,A1-130,Murales,14-54967-100,CT,목림
1277,B3-67,Rafia,14-56027-002,UK,목림
1278,B3-62,Rafia,14-56027-004,UK,목림
1279,A16-161,Stromboli,14-56035-001,SM,"승은산업,건창기업(유사 HM)"
1280,A1-341,Stromboli,14-56035-001,CT,목림
1281,B37-429,Stromboli,14-56035-001,VS,청림보드(인터플러스 경면)
1282,B8-140,Weave,14-56049-004,FB,목림
1283,B8-775,Weave,14-56049-004(중복),FB,
1284,A35-339,Blackboard,14-56065-003,SJ1,청림보드 (성지라미텍 경면)
1285,A36-554,Blackboard,14-56065-003,CH,청림보드(인터플러스 경면)
1286,B50-391,Blackboard,14-56065-003,CS,건창기업
1287,B34-217,Blackboard,14-56065-003,TI,건창기업
1288,A1-83,Blackboard,14-56065-003,CT,목림
1289,A11-210,Blackboard,14-56065-003,PM,"목림, 건창기업"
1290,B46-47,Maui,14-56075-002,NS,건창기업
1291,A37-415,Maui,14-56075-002,VS,청림보드(인터플러스 경면)
1292,A35-277,Maui,14-56075-002,SJ1,청림보드 (성지라미텍 경면)
1293,A32-211,Maui,14-56075-002,S,건창기업
1294,A1-63,Maui,14-56075-002,CT,목림
1295,B50-273,Maui,14-56075-002,CS,건창기업
1296,B42-486,Maui,14-56075-002,LE1,
1297,A40-792,Maui,14-56075-002,HM,목림(유사 SM)
1298,B44-31,Maui,14-56075-002,목림273,목림
1299,B47-144,Maui,14-56075-002,JH,제이제이데코
1300,A35-259,Maui,14-56075-004,SJ1,청림보드 (성지라미텍 경면)
1301,B60-565,Maui,14-56075-004,MT,건창기업
1302,AT-781,Maui,14-56075-004,G+ 도장 (soft touch),크라텍
1303,AC-776,Maui,14-56075-004,M2 도장 (easy coating),크라텍
1304,A4-690,Maui,14-56075-004,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1305,A32-212,Maui,14-56075-004,S,건창기업
1306,A40-793,Maui,14-56075-004,HM,목림(유사 SM)
1307,A7-260,Maui,14-56075-004,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1308,A1-1,Maui,14-56075-004,CT,목림
1309,B42-485,Maui,14-56075-004,LE1,
1310,B46-48,Maui,14-56075-004,NS,건창기업
1311,A37-611,Maui,14-56075-004,VS,청림보드(인터플러스 경면)
1312,B47-145,Maui,14-56075-004,JH,제이제이데코
1313,A35-849,Maui,14-56075-101,SJ1,청림보드 (성지라미텍 경면)
1314,B60-564,Maui,14-56075-101,MT,건창기업
1315,B46-49,Maui,14-56075-101,NS,건창기업
1316,A1-753,Maui,14-56075-101,CT,목림
1317,B50-389,Maui,14-56075-101,CS,건창기업
1318,B10-592,Maui,14-56075-101,DS,목림
1319,A40-794,Maui,14-56075-101,HM,목림(유사 SM)
1320,C40-46,Ticino,14-57018-001,HM,
1321,B8-863,TICINO,14-57018-001,FB,
1322,C40-47,Ticino,14-57018-002,HM,
1323,C8-7,Ticino,14-57018-103,FB,
1324,A11-131,Letra,14-57063-003,PM,"목림, 건창기업"
1325,C16-13,Tweed,14-57080-104,SM,
1326,C16-14,Tweed,14-57080-105,SM,
1327,A6-56,Tweed,14-57080-105,무광,"목림,승은산업,건창기업,제이제이 데코 등"
1328,C40-12,Tweed,14-57080-106,HM,
1329,A15-133,Tweed,14-57080-106,FT,목림
1330,A9-310,Serengeti,14-57087-001,CL,목림
1331,A31-207,Cuscino,14-57105-001,F,건창기업
1332,A8-590,Cuscino,14-57105-001,FB,목림
1333,B40-136,Cuscino,14-57105-001,HM,목림(유사 SM)
1334,B7-107,Cuscino,14-57105-001,민자,목림
1335,B8-137,Cuscino,14-57105-002,FB,목림
1336,B8-138,Cuscino,14-57105-003,FB,목림
1337,B8-139,Cuscino,14-57105-004,FB,목림
1338,B16-913,Cuscino,14-57105-112,SM,
1339,B8-333,Cuscino,14-57105-112,FB,목림
1340,C40-9,Cuscino,14-57105-115,HM,
1341,B8-631,Cuscino,14-57105-115,FB,
1342,B16-910,Cuscino,14-57105-116,SM,
1343,B16-912,Portobelo,14-57121-001,SM,
1344,A31-208,Portobelo,14-57121-001,F,건창기업
1345,A8-589,Portobelo,14-57121-001,FB,목림
1346,B44-29,Portobelo,14-57121-001,목림273,목림
1347,B8-633,Portobelo,14-57121-100,FB,
1348,A4-537,Paris,14-57142-001,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1349,A4-538,Paris,14-57142-002,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1350,A4-539,Paris,14-57142-003,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1351,A4-540,Paris,14-57142-004,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1352,A4-541,Paris,14-57142-005,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1353,B16-908,Paris,14-57142-101,SM,
1354,B8-516,Paris,14-57142-101,FB,
1355,C40-10,Paris,14-57142-105,HM,
1356,Z4-002,Paris ,14-57142-105,소프트엠보,건창기업
1357,C40-11,Paris,14-57142-122,HM,
1358,B8-632,Paris,14-57142-122,FB,
1359,B31-396,Paris,14-57142-123,F,건창기업
1360,B16-911,Paris,14-57142-123,SM,
1361,B8-363,Paris,14-57142-123,FB,목림
1362,Z4-001,Paris,14-57142-123,소프트엠보,건창기업
1363,B31-131,Cascade,14-57161-001,F,건창기업
1364,B8-130,Cascade,14-57161-001,FB,목림
1365,B62-610,Cascade,14-57161-005,AK,목림
1366,B57-413,Casablanca,14-57170-100,AF,승은산업
1367,B4-861,Casablanca,14-57170-105,소프트엠보,
1368,B8-805,Casablanca,14-57170-105,FB,
1369,B31-397,Casablanca,14-57170-106,F,건창기업
1370,B46-636,Casablanca,14-57170-106,NS,
1371,B56-635,Casablanca,14-57170-106,DP,승은산업
1372,B8-364,Casablanca,14-57170-106,FB,목림
1373,B31-398,Aurora,14-57171-101,F,건창기업
1374,B16-909,Aurora,14-57171-101,SM,
1375,B8-334,Aurora,14-57171-101,FB,목림
1376,B8-366,Aurora,14-57171-101 ,FB,목림
1377,B4-862,Aurora,14-57171-102,소프트엠보,
1378,C16-115,Lusaka,14-57198-004,SM,
1379,B8-365,Polo,14-57341-106,FB,목림
1380,B31-395,Polo,14-57341-106,F,건창기업
1381,B16-914,Polo,14-57341-106,SM,
1382,B53-401,Polo,14-57341-106,HS-1,승은산업
1383,B4-373,Polo,14-57341-106,소프트엠보,
1384,C59-85,Polo,14-57341-106,LV,
1385,A8-868,Kalamos,14-57348-002,FB,목림
1386,A40-869,Kalamos,14-57348-002,HM,목림(유사 SM)
1387,A40-871,Kalamos,14-57348-003,HM,목림(유사 SM)
1388,A8-870,Kalamos,14-57348-003,FB,목림
1389,A9-599,Unique Colors,14-60000-000,CL,목림
1390,A35-490,Smoky Grey,14-60000-008,SJ1,청림보드 (성지라미텍 경면)
1391,B50-508,Smoky Grey,14-60000-008,CS,건창기업
1392,A9-551,Smoky Grey,14-60000-008,CL,목림
1393,A40-642,Smoky Grey,14-60000-008,HM,목림(유사 SM)
1394,A42-861,Smoky Grey,14-60000-008,LE1,프린테크
1395,B45-350,Fond,14-60000-008,L,건창기업
1396,U19,Smoky Grey,14-60000-008,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1397,A34-268,Smoky Grey,14-60000-008,TI,건창기업
1398,A11-392,Smoky Grey,14-60000-008,PM,"목림, 건창기업"
1399,A35-491,Dark Cherry,14-60000-009,SJ1,청림보드 (성지라미텍 경면)
1400,A1-924,Dark Cherry ,14-60000-009,CT,목림 
1401,B37-117,Dark Cherry,14-60000-009,VS,청림보드(인터플러스 경면)
1402,AT-881,Dark Cherry,14-60000-009,G+ 도장 (soft touch),크라텍
1403,A16-549,Dark Cherry,14-60000-009,SM,"승은산업,건창기업(유사 HM)"
1404,B60-667,Dark Cherry,14-60000-009,MT,건창기업
1405,A42-848,Dark Cherry,14-60000-009,LE1,프린테크
1406,A9-822,Dark Cherry,14-60000-009,CL,목림
1407,B64-678,Dark Cherry,14-60000-009,SC,
1408,A11-50,Dark Cherry,14-60000-009,PM,"목림, 건창기업"
1409,B45-351,Fond,14-60000-009,L,건창기업
1410,A4-635,Dark Cherry,14-60000-009,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1411,B50-275,Dark Cherry,14-60000-009,CS,건창기업
1412,U20,Dark Cherry,14-60000-009,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1413,B36-274,Dark Cherry,14-60000-009,CH,청림보드(인터플러스 경면)
1414,B50-712,True Blue,14-60000-011,CS,건창기업
1415,A11-545,True Blue,14-60000-011,PM,"목림, 건창기업"
1416,A42-808,True Blue,14-60000-011,LE1,프린테크
1417,A16-542,True Blue,14-60000-011,SM,"승은산업,건창기업(유사 HM)"
1418,B46-356,Fond,14-60000-011,NS,건창기업
1419,A9-694,True Blue,14-60000-011,CL,목림
1420,B36-38,True Blue,14-60000-011,CH,청림보드(인터플러스 경면) 
1421,U21,True Blue,14-60000-011,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1422,B37-39,True Blue,14-60000-011,VS,청림보드(인터플러스 경면)
1423,B1-37,True Blue,14-60000-011,CT,목림
1424,A35-492,True Blue,14-60000-011,SJ1,청림보드 (성지라미텍 경면)
1425,A37-757,Warm Grey,14-60000-013,VS,청림보드(인터플러스 경면)
1426,B3-616,Warm Grey,14-60000-013,UK,
1427,B62-603,Warm Grey,14-60000-013,AK,목림
1428,B61-567,Warm Grey,14-60000-013,CM,목림
1429,A16-612,Warm Grey,14-60000-013,SM,"승은산업,건창기업(유사 HM)"
1430,A9-744,Warm Grey,14-60000-013,CL,목림
1431,C56-97,Warm Grey(Fond),14-60000-013,DP,
1432,A42-809,Warm Grey,14-60000-013,LE1,프린테크
1433,B64-690,Warm Grey,14-60000-013,SC,
1434,A8-705,Warm Grey,14-60000-013,FB,목림
1435,B50-393,Warm Grey,14-60000-013,CS,건창기업
1436,A35-677,Warm Grey,14-60000-013,SJ1,청림보드 (성지라미텍 경면)
1437,B7-83,Warm Grey,14-60000-013,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1438,B44-30,Warm Grey,14-60000-013,목림273,목림
1439,U48,Warm Grey,14-60000-013,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1440,AT-887,Warm Grey,14-60000-013,G+ 도장 (soft touch),크라텍
1441,A9-572,Ice,14-60000-020,CL,목림
1442,B42-243,Ice,14-60000-020,LE1,프린테크
1443,U22,Ice,14-60000-020,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1444,B62-596,Ice,14-60000-020,AK,목림
1445,A35-493,Ice,14-60000-020,SJ1,청림보드 (성지라미텍 경면)
1446,AT-875,Tabasco,14-60000-021,G+ 도장 (soft touch),크라텍
1447,B25-352,Tabasco,14-60000-021,J,건창기업(유사 TK)
1448,A16-912,Tabasco,14-60000-021,SM,"승은산업,건창기업(유사 HM)"
1449,B58-732,Tabasco,14-60000-021,TS,
1450,B64-675,Tabasco,14-60000-021,SC,승은산업
1451,B60-666,Tabasco,14-60000-021,MT,건창기업
1452,A9-813,Tabasco,14-60000-021,CL,목림
1453,B62-604,Tabasco,14-60000-021,AK,목림
1454,B50-257,Tabasco,14-60000-021,CS,건창기업
1455,A7-789,Fond,14-60000-021,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1456,B44-342,Tabasco,14-60000-021,목림273,목림
1457,A42-892,Tabasco,14-60000-021,LE1,프린테크
1458,A35-898,Tabasco,14-60000-021,SJ1,청림보드 (성지라미텍 경면)
1459,U49,Tabasco,14-60000-021,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1460,A11-51,Petrol Blue,14-60000-022,PM,"목림, 건창기업"
1461,AT-782,Petrol Blue,14-60000-022,G+ 도장 (soft touch),크라텍
1462,AC-777,Petrol Blue,14-60000-022,M2 도장 (easy coating),크라텍
1463,B64-734,Petrol Blue,14-60000-022,SC,
1464,A9-573,Petrol Blue,14-60000-022,CL,목림
1465,A16-548,Petrol Blue,14-60000-022,SM,"승은산업,건창기업(유사 HM)"
1466,B58-735,Petrol Blue,14-60000-022,TS,
1467,B50-711,Petrol Blue,14-60000-022,CS,건창기업
1468,U23,Petrol Blue,14-60000-022,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1469,B62-597,Petrol Blue,14-60000-022,AK,목림
1470,A35-494,Petrol Blue ,14-60000-022,SJ1,청림보드 (성지라미텍 경면)
1471,B25-353,Fond,14-60000-023,J,건창기업(유사 TK)
1472,A16-544,Lavender,14-60000-023,SM,"승은산업,건창기업(유사 HM)"
1473,A11-547,Lavender,14-60000-023,PM,"목림, 건창기업"
1474,A9-823,Lavender,14-60000-023,CL,목림
1475,U24,Lavender,14-60000-023,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1476,B62-600,Lavender,14-60000-023,AK,목림
1477,A35-495,Lavender,14-60000-023,SJ1,청림보드 (성지라미텍 경면)
1478,A7-480,Dim Light,14-60000-033,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1479,A35-556,Dim Light,14-60000-033,SJ1,청림보드 (성지라미텍 경면)
1480,B44-854,Dim Light ,14-60000-033,목림273,
1481,B56-853,Dim Light ,14-60000-033,DP,승은산업
1482,A16-565,Dim Light,14-60000-033,SM,"승은산업,건창기업(유사 HM)"
1483,B42-703,Dim Light,14-60000-033,LE1,
1484,B37-84,Dim Light,14-60000-033,VS,청림보드(인터플러스 경면)
1485,U25,Dim Light,14-60000-033,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1486,A8-601,Dim Light,14-60000-033,FB,목림
1487,A36-596,Dim Light,14-60000-033,CH,청림보드(인터플러스 경면)
1488,B10-53,Dim Light,14-60000-033,DS,목림
1489,A34-272,Dim Light,14-60000-033,TI,건창기업
1490,A9-615,Dim Light,14-60000-033,CL,목림
1491,A11-52,Dim Light,14-60000-033,PM,"목림, 건창기업"
1492,A7-834,Charcoal,14-60000-034,민자,목림
1493,B62-605,Charcoal,14-60000-034,AK,목림
1494,AT-886,Charcoal,14-60000-034,G+ 도장 (soft touch),크라텍
1495,A37-847,Charcoal,14-60000-034,VS,청림보드(인터플러스 경면)
1496,A9-812,Charcoal,14-60000-034,CL,목림
1497,A35-819,Charcoal,14-60000-034,SJ1,청림보드 (성지라미텍 경면)
1498,A42-811,Charcoal,14-60000-034,LE1,프린테크
1499,B64-677,Charcoal,14-60000-034,SC,
1500,B50-357,Charcoal,14-60000-034,CS,건창기업
1501,B43-343,Charcoal,14-60000-034,목림246,목림
1502,A8-706,Charcoal,14-60000-034,FB,목림
1503,U50,Charcoal,14-60000-034,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1504,A9-932,Jade,14-60000-038,CL,목림
1505,A35-931,Jade,14-60000-038,SJ1,청림보드 (성지라미텍 경면)
1506,B50-731,Jade,14-60000-038,CS,건창기업
1507,B40-346,Jade,14-60000-038,HM,목림(유사 SM)
1508,B57-415,Jade,14-60000-038,AF,승은산업
1509,B1-345,Jade,14-60000-038,CT,목림
1510,A36-933,Jade,14-60000-038,CH,청림보드(인터플러스 경면)
1511,U51,Jade,14-60000-038,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1512,A42-934,Jade,14-60000-038,LE1,프린테크
1513,A35-550,Forest,14-60000-039,SJ1,청림보드 (성지라미텍 경면)
1514,A37-896,Forest,14-60000-039,VS,청림보드(인터플러스 경면)
1515,A16-543,Forest,14-60000-039,SM,"승은산업,건창기업(유사 HM)"
1516,A11-546,Forest,14-60000-039,PM,"목림, 건창기업"
1517,B42-525,Forest,14-60000-039,LE1,
1518,A4-478,Forest,14-60000-039,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1519,B57-414,Forest,14-60000-039,AF,승은산업
1520,B50-379,Forest,14-60000-039,CS,건창기업
